"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002821","positive regulation of adaptive immune response","2/10","136/18805",0.0147058823529412,27.6544117647059,7.19584806730139,0.00224930300993786,0.0104465868665776,0.00315135855358232,"IL6/TNF",2
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","2/10","136/18805",0.0147058823529412,27.6544117647059,7.19584806730139,0.00224930300993786,0.0104465868665776,0.00315135855358232,"CXCL8/CCL2",2
"GO:0030218","erythrocyte differentiation","2/10","138/18805",0.0144927536231884,27.2536231884058,7.13995514322355,0.0023148795743608,0.0106759655894472,0.00322055384287222,"STAT1/STAT3",2
"GO:0048565","digestive tract development","2/10","138/18805",0.0144927536231884,27.2536231884058,7.13995514322355,0.0023148795743608,0.0106759655894472,0.00322055384287222,"TNF/CXCL8",2
"GO:0050768","negative regulation of neurogenesis","2/10","139/18805",0.0143884892086331,27.0575539568345,7.11245237438015,0.00234800688584576,0.0107910142244967,0.00325525986741132,"IL6/TNF",2
"GO:0002286","T cell activation involved in immune response","2/10","140/18805",0.0142857142857143,26.8642857142857,7.08523837326538,0.00238135994950269,0.0108685597695296,0.00327865256205433,"IL6/STAT3",2
"GO:0045727","positive regulation of translation","2/10","140/18805",0.0142857142857143,26.8642857142857,7.08523837326538,0.00238135994950269,0.0108685597695296,0.00327865256205433,"IL6/TNF",2
"GO:0018105","peptidyl-serine phosphorylation","2/10","142/18805",0.0140845070422535,26.4859154929577,7.03165637114167,0.00244874253198576,0.0111375565506525,0.00335979919089153,"IL6/TNF",2
"GO:0043467","regulation of generation of precursor metabolites and energy","2/10","143/18805",0.013986013986014,26.3006993006993,7.00527852930536,0.00248277165042351,0.0112535251096516,0.00339478272331375,"TNF/STAT3",2
"GO:0001889","liver development","2/10","146/18805",0.0136986301369863,25.7602739726027,6.92774107672619,0.00258620791458328,0.0116423489397111,0.00351207685185011,"IL6/TNF",2
"GO:0050921","positive regulation of chemotaxis","2/10","146/18805",0.0136986301369863,25.7602739726027,6.92774107672619,0.00258620791458328,0.0116423489397111,0.00351207685185011,"IL6/CXCL8",2
"GO:0045598","regulation of fat cell differentiation","2/10","147/18805",0.0136054421768707,25.5850340136054,6.90241222664296,0.00262113563959985,0.0117195861309566,0.00353537652727473,"IL6/TNF",2
"GO:0051961","negative regulation of nervous system development","2/10","147/18805",0.0136054421768707,25.5850340136054,6.90241222664296,0.00262113563959985,0.0117195861309566,0.00353537652727473,"IL6/TNF",2
"GO:0071675","regulation of mononuclear cell migration","2/10","148/18805",0.0135135135135135,25.4121621621622,6.87733459902786,0.00265628751705635,0.011834346517834,0.00356999559773454,"TNF/CCL2",2
"GO:0034101","erythrocyte homeostasis","2/10","149/18805",0.0134228187919463,25.241610738255,6.85250399065135,0.00269166334749827,0.011834346517834,0.00356999559773454,"STAT1/STAT3",2
"GO:0034614","cellular response to reactive oxygen species","2/10","149/18805",0.0134228187919463,25.241610738255,6.85250399065135,0.00269166334749827,0.011834346517834,0.00356999559773454,"IL6/FOS",2
"GO:0061008","hepaticobiliary system development","2/10","149/18805",0.0134228187919463,25.241610738255,6.85250399065135,0.00269166334749827,0.011834346517834,0.00356999559773454,"IL6/TNF",2
"GO:0097530","granulocyte migration","2/10","149/18805",0.0134228187919463,25.241610738255,6.85250399065135,0.00269166334749827,0.011834346517834,0.00356999559773454,"CXCL8/CCL2",2
"GO:0014074","response to purine-containing compound","2/10","150/18805",0.0133333333333333,25.0733333333333,6.82791629633009,0.00272726293158471,0.0119510292583396,0.00360519457296387,"FOS/STAT1",2
"GO:0055123","digestive system development","2/10","151/18805",0.0132450331125828,24.9072847682119,6.8035675060034,0.00276308607008832,0.0120679156504851,0.00364045498254927,"TNF/CXCL8",2
"GO:0018209","peptidyl-serine modification","2/10","154/18805",0.012987012987013,24.4220779220779,6.7319158267578,0.00287189482153135,0.0125017467643559,0.00377132618564826,"IL6/TNF",2
"GO:0002705","positive regulation of leukocyte mediated immunity","2/10","155/18805",0.0129032258064516,24.2645161290323,6.70848435773609,0.00290861018769989,0.0126199238078163,0.00380697593819446,"IL6/TNF",2
"GO:0045667","regulation of osteoblast differentiation","2/10","156/18805",0.0128205128205128,24.1089743589744,6.68527307408651,0.00294554811385068,0.0127382884005543,0.00384268226759467,"IL6/TNF",2
"GO:0016525","negative regulation of angiogenesis","2/10","160/18805",0.0125,23.50625,6.59456103905094,0.0030955214490346,0.0133431136969825,0.00402513624951867,"TNF/STAT1",2
"GO:2000181","negative regulation of blood vessel morphogenesis","2/10","162/18805",0.0123456790123457,23.216049382716,6.55043883612775,0.00317183831967415,0.0136275398815968,0.00411093737300473,"TNF/STAT1",2
"GO:0050729","positive regulation of inflammatory response","2/10","163/18805",0.0122699386503067,23.0736196319018,6.52867517180096,0.00321032861272206,0.0137481280525337,0.00414731447576534,"IL6/TNF",2
"GO:1901343","negative regulation of vasculature development","2/10","164/18805",0.0121951219512195,22.9329268292683,6.50710578129332,0.0032490398805438,0.0138688789722889,0.00418374067397566,"TNF/STAT1",2
"GO:0044344","cellular response to fibroblast growth factor stimulus","2/10","165/18805",0.0121212121212121,22.7939393939394,6.48572773125819,0.00328797192549678,0.0139897902249363,0.00422021523883798,"CXCL8/CCL2",2
"GO:0006694","steroid biosynthetic process","2/10","169/18805",0.0118343195266272,22.2544378698225,6.40207239751875,0.00344590392771758,0.0146146214812202,0.00440870429743525,"TNF/NFKB1",2
"GO:0071774","response to fibroblast growth factor","2/10","173/18805",0.0115606936416185,21.7398843930636,6.32125923728444,0.00360735258194716,0.0152503142807317,0.00460046989195691,"CXCL8/CCL2",2
"GO:0030856","regulation of epithelial cell differentiation","2/10","174/18805",0.0114942528735632,21.6149425287356,6.30148092343066,0.00364826274576609,0.0153250272664506,0.004623008105597,"TNF/STAT1",2
"GO:0050796","regulation of insulin secretion","2/10","174/18805",0.0114942528735632,21.6149425287356,6.30148092343066,0.00364826274576609,0.0153250272664506,0.004623008105597,"IL6/TNF",2
"GO:0060041","retina development in camera-type eye","2/10","175/18805",0.0114285714285714,21.4914285714286,6.28186775812381,0.00368939171648808,0.0154485957906279,0.00466028427345863,"FOS/STAT3",2
"GO:0050806","positive regulation of synaptic transmission","2/10","177/18805",0.0112994350282486,21.2485875706215,6.24312757230781,0.00377230529313701,0.0157457932963535,0.00474993804398997,"TNF/CCL2",2
"GO:1903034","regulation of response to wounding","2/10","181/18805",0.0110497237569061,20.7790055248619,6.16752919482322,0.00394074949501103,0.0163969986874434,0.00494638322800654,"TNF/STAT3",2
"GO:0001659","temperature homeostasis","2/10","184/18805",0.0108695652173913,20.4402173913043,6.11241010218315,0.00406936639397756,0.0167734196051762,0.00505993584514315,"TNF/STAT3",2
"GO:0006109","regulation of carbohydrate metabolic process","2/10","184/18805",0.0108695652173913,20.4402173913043,6.11241010218315,0.00406936639397756,0.0167734196051762,0.00505993584514315,"STAT3/NFKB1",2
"GO:0042129","regulation of T cell proliferation","2/10","184/18805",0.0108695652173913,20.4402173913043,6.11241010218315,0.00406936639397756,0.0167734196051762,0.00505993584514315,"IL6/IRF1",2
"GO:0019730","antimicrobial humoral response","2/10","185/18805",0.0108108108108108,20.3297297297297,6.09432714899196,0.00411267265001582,0.0168991128516226,0.00509785296509585,"CXCL8/CCL2",2
"GO:0032640","tumor necrosis factor production","2/10","191/18805",0.0104712041884817,19.6910994764398,5.98874241664376,0.00437705306429541,0.0178740959498627,0.00539197020793112,"IL6/STAT3",2
"GO:0032680","regulation of tumor necrosis factor production","2/10","191/18805",0.0104712041884817,19.6910994764398,5.98874241664376,0.00437705306429541,0.0178740959498627,0.00539197020793112,"IL6/STAT3",2
"GO:0045766","positive regulation of angiogenesis","2/10","192/18805",0.0104166666666667,19.5885416666667,5.9716136373567,0.00442187179402231,0.0179459966040474,0.0054136600425601,"CXCL8/STAT3",2
"GO:0048771","tissue remodeling","2/10","192/18805",0.0104166666666667,19.5885416666667,5.9716136373567,0.00442187179402231,0.0179459966040474,0.0054136600425601,"IL6/NFKB1",2
"GO:0007254","JNK cascade","2/10","193/18805",0.0103626943005181,19.4870466321244,5.95461415546378,0.00446690581251955,0.0180731557261144,0.00545201936432803,"TNF/NFKB1",2
"GO:0051091","positive regulation of DNA-binding transcription factor activity","2/10","195/18805",0.0102564102564103,19.2871794871795,5.92099647903884,0.00455761893837557,0.0182166647870223,0.00549531087306528,"IL6/TNF",2
"GO:1902107","positive regulation of leukocyte differentiation","2/10","195/18805",0.0102564102564103,19.2871794871795,5.92099647903884,0.00455761893837557,0.0182166647870223,0.00549531087306528,"TNF/FOS",2
"GO:1903708","positive regulation of hemopoiesis","2/10","195/18805",0.0102564102564103,19.2871794871795,5.92099647903884,0.00455761893837557,0.0182166647870223,0.00549531087306528,"TNF/FOS",2
"GO:1904018","positive regulation of vasculature development","2/10","195/18805",0.0102564102564103,19.2871794871795,5.92099647903884,0.00455761893837557,0.0182166647870223,0.00549531087306528,"CXCL8/STAT3",2
"GO:0071706","tumor necrosis factor superfamily cytokine production","2/10","196/18805",0.0102040816326531,19.1887755102041,5.90437505574413,0.00460329765728809,0.0182884024396476,0.00551695153600158,"IL6/STAT3",2
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","2/10","196/18805",0.0102040816326531,19.1887755102041,5.90437505574413,0.00460329765728809,0.0182884024396476,0.00551695153600158,"IL6/STAT3",2
"GO:0002700","regulation of production of molecular mediator of immune response","2/10","197/18805",0.0101522842639594,19.0913705583756,5.88787647097223,0.00464919088807839,0.0184152636077339,0.00555522097579779,"IL6/TNF",2
"GO:0046890","regulation of lipid biosynthetic process","2/10","199/18805",0.0100502512562814,18.8994974874372,5.85524166919505,0.00474162010962417,0.0187251404927972,0.00564869965785671,"TNF/NFKB1",2
"GO:0002706","regulation of lymphocyte mediated immunity","2/10","200/18805",0.01,18.805,5.83910244546406,0.00478815571282365,0.0188524698066101,0.00568711032033728,"IL6/TNF",2
"GO:0031099","regeneration","2/10","203/18805",0.00985221674876847,18.5270935960591,5.79137998678809,0.00492904416912614,0.0193494323186827,0.00583702598975464,"IL6/TNF",2
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","2/10","204/18805",0.00980392156862745,18.4362745098039,5.7756995238761,0.00497643355883109,0.0194198694204089,0.0058582743233826,"IL6/TNF",2
"GO:0090276","regulation of peptide hormone secretion","2/10","204/18805",0.00980392156862745,18.4362745098039,5.7756995238761,0.00497643355883109,0.0194198694204089,0.0058582743233826,"IL6/TNF",2
"GO:0002791","regulation of peptide secretion","2/10","207/18805",0.00966183574879227,18.1690821256039,5.72932007503021,0.00511987873641673,0.0194703139305305,0.00587349161305656,"IL6/TNF",2
"GO:0030073","insulin secretion","2/10","207/18805",0.00966183574879227,18.1690821256039,5.72932007503021,0.00511987873641673,0.0194703139305305,0.00587349161305656,"IL6/TNF",2
"GO:0050728","negative regulation of inflammatory response","2/10","207/18805",0.00966183574879227,18.1690821256039,5.72932007503021,0.00511987873641673,0.0194703139305305,0.00587349161305656,"STAT3/NFKB1",2
"GO:0090087","regulation of peptide transport","2/10","209/18805",0.00956937799043062,17.9952153110048,5.69893890956325,0.00521657109935475,0.0194703139305305,0.00587349161305656,"IL6/TNF",2
"GO:0007252","I-kappaB phosphorylation","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"TNF",1
"GO:0031652","positive regulation of heat generation","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"TNF",1
"GO:0032353","negative regulation of hormone biosynthetic process","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"NFKB1",1
"GO:0033210","leptin-mediated signaling pathway","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"STAT3",1
"GO:0034351","negative regulation of glial cell apoptotic process","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"CCL2",1
"GO:0035723","interleukin-15-mediated signaling pathway","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"STAT3",1
"GO:0035747","natural killer cell chemotaxis","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"CCL2",1
"GO:0071350","cellular response to interleukin-15","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"STAT3",1
"GO:0071374","cellular response to parathyroid hormone stimulus","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"FOS",1
"GO:0071803","positive regulation of podosome assembly","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"TNF",1
"GO:0072203","cell proliferation involved in metanephros development","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"STAT1",1
"GO:0097050","type B pancreatic cell apoptotic process","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"IL6",1
"GO:1901856","negative regulation of cellular respiration","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"TNF",1
"GO:1904627","response to phorbol 13-acetate 12-myristate","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"FOS",1
"GO:1904628","cellular response to phorbol 13-acetate 12-myristate","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"FOS",1
"GO:1904683","regulation of metalloendopeptidase activity","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"STAT3",1
"GO:2000425","regulation of apoptotic cell clearance","1/10","10/18805",0.1,188.05,13.6471040806884,0.00530629430991314,0.0194703139305305,0.00587349161305656,"CCL2",1
"GO:0006352","DNA-templated transcription initiation","2/10","211/18805",0.00947867298578199,17.824644549763,5.66897665199524,0.00531411145943213,0.0194703139305305,0.00587349161305656,"JUN/NFKB1",2
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","2/10","214/18805",0.00934579439252336,17.5747663551402,5.62479737948879,0.00546200862684049,0.0199567572820017,0.00602023403104157,"TNF/STAT3",2
"GO:0042098","T cell proliferation","2/10","217/18805",0.00921658986175115,17.331797235023,5.58150695985326,0.00561180513555952,0.0204474336292901,0.00616825339122273,"IL6/IRF1",2
"GO:0050679","positive regulation of epithelial cell proliferation","2/10","218/18805",0.00917431192660551,17.2522935779817,5.5672690792936,0.00566215848546987,0.0205740689871481,0.00620645471221577,"TNF/STAT3",2
"GO:0001660","fever generation","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"TNF",1
"GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"STAT1",1
"GO:0032782","bile acid secretion","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"TNF",1
"GO:0034350","regulation of glial cell apoptotic process","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"CCL2",1
"GO:0060397","growth hormone receptor signaling pathway via JAK-STAT","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"STAT3",1
"GO:0061470","T follicular helper cell differentiation","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"IL6",1
"GO:0070669","response to interleukin-2","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"STAT3",1
"GO:0070672","response to interleukin-15","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"STAT3",1
"GO:0140367","antibacterial innate immune response","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"NFKB1",1
"GO:1900222","negative regulation of amyloid-beta clearance","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"TNF",1
"GO:2000347","positive regulation of hepatocyte proliferation","1/10","11/18805",0.0909090909090909,170.954545454545,13.0053927467312,0.00583552746005367,0.0205803762561786,0.00620835738784207,"TNF",1
"GO:0045862","positive regulation of proteolysis","2/10","223/18805",0.00896860986547085,16.8654708520179,5.49747325754313,0.00591707546717067,0.0208123267765283,0.00627832849569267,"TNF/STAT3",2
"GO:0002285","lymphocyte activation involved in immune response","2/10","231/18805",0.00865800865800866,16.2813852813853,5.39038705981165,0.00633581707001954,0.0215250896441224,0.00649334335060714,"IL6/STAT3",2
"GO:0002440","production of molecular mediator of immune response","2/10","231/18805",0.00865800865800866,16.2813852813853,5.39038705981165,0.00633581707001954,0.0215250896441224,0.00649334335060714,"IL6/TNF",2
"GO:0010459","negative regulation of heart rate","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"TNF",1
"GO:0032351","negative regulation of hormone metabolic process","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"NFKB1",1
"GO:0032769","negative regulation of monooxygenase activity","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"NFKB1",1
"GO:0051798","positive regulation of hair follicle development","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"TNF",1
"GO:0072182","regulation of nephron tubule epithelial cell differentiation","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"STAT1",1
"GO:0106014","regulation of inflammatory response to wounding","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"STAT3",1
"GO:0140105","interleukin-10-mediated signaling pathway","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"STAT3",1
"GO:1902510","regulation of apoptotic DNA fragmentation","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"IL6",1
"GO:1902563","regulation of neutrophil activation","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"TNF",1
"GO:2000310","regulation of NMDA receptor activity","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"CCL2",1
"GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"TNF",1
"GO:2000659","regulation of interleukin-1-mediated signaling pathway","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"IL6",1
"GO:2001223","negative regulation of neuron migration","1/10","12/18805",0.0833333333333333,156.708333333333,12.4453862148335,0.00636450717301573,0.0215250896441224,0.00649334335060714,"STAT3",1
"GO:0050769","positive regulation of neurogenesis","2/10","234/18805",0.00854700854700855,16.0726495726496,5.35160242916266,0.00649627893669857,0.0219145573337734,0.00661083170836467,"IL6/TNF",2
"GO:0019722","calcium-mediated signaling","2/10","235/18805",0.00851063829787234,16.0042553191489,5.33883355267171,0.00655018091830387,0.0220400220184765,0.00664867987948137,"TNF/CXCL8",2
"GO:0002863","positive regulation of inflammatory response to antigenic stimulus","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"TNF",1
"GO:0030213","hyaluronan biosynthetic process","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"NFKB1",1
"GO:0031650","regulation of heat generation","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"TNF",1
"GO:0032494","response to peptidoglycan","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"IL6",1
"GO:0032966","negative regulation of collagen biosynthetic process","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"IL6",1
"GO:0035745","T-helper 2 cell cytokine production","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"IL6",1
"GO:0071801","regulation of podosome assembly","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"TNF",1
"GO:1901731","positive regulation of platelet aggregation","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"IL6",1
"GO:2000551","regulation of T-helper 2 cell cytokine production","1/10","13/18805",0.0769230769230769,144.653846153846,11.9510589519424,0.0068932335566837,0.0226737532699895,0.00683985374570531,"IL6",1
"GO:0050670","regulation of lymphocyte proliferation","2/10","243/18805",0.00823045267489712,15.477366255144,5.239432749807,0.00698883393538401,0.0229310247780386,0.00691746328246964,"IL6/IRF1",2
"GO:0045930","negative regulation of mitotic cell cycle","2/10","246/18805",0.00813008130081301,15.2886178861789,5.2033668543558,0.0071567250295099,0.0233633201962612,0.00704787122156876,"TNF/CCL2",2
"GO:0032944","regulation of mononuclear cell proliferation","2/10","248/18805",0.00806451612903226,15.1653225806452,5.1796734621067,0.00726967748978853,0.0233633201962612,0.00704787122156876,"IL6/IRF1",2
"GO:0002573","myeloid leukocyte differentiation","2/10","250/18805",0.008,15.044,5.15625399072764,0.00738344824288421,0.0233633201962612,0.00704787122156876,"TNF/FOS",2
"GO:0030072","peptide hormone secretion","2/10","250/18805",0.008,15.044,5.15625399072764,0.00738344824288421,0.0233633201962612,0.00704787122156876,"IL6/TNF",2
"GO:0010713","negative regulation of collagen metabolic process","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"IL6",1
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"TNF",1
"GO:0043922","negative regulation by host of viral transcription","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"JUN",1
"GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"CXCL8",1
"GO:0051956","negative regulation of amino acid transport","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"TNF",1
"GO:0060019","radial glial cell differentiation","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"STAT3",1
"GO:0060354","negative regulation of cell adhesion molecule production","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"CXCL8",1
"GO:0071107","response to parathyroid hormone","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"FOS",1
"GO:0072075","metanephric mesenchyme development","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"STAT1",1
"GO:0072160","nephron tubule epithelial cell differentiation","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"STAT1",1
"GO:0072283","metanephric renal vesicle morphogenesis","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"STAT1",1
"GO:0072683","T cell extravasation","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"CCL2",1
"GO:1903624","regulation of DNA catabolic process","1/10","14/18805",0.0714285714285714,134.321428571429,11.5104681210872,0.0074217067189033,0.0233633201962612,0.00704787122156876,"IL6",1
"GO:0045444","fat cell differentiation","2/10","252/18805",0.00793650793650794,14.9246031746032,5.13310303474623,0.00749803578343647,0.0235474028532207,0.00710340232115034,"IL6/TNF",2
"GO:0034599","cellular response to oxidative stress","2/10","254/18805",0.0078740157480315,14.8070866141732,5.11021533746386,0.00761343860782402,0.0238530297475532,0.00719559893426048,"IL6/FOS",2
"GO:0043523","regulation of neuron apoptotic process","2/10","255/18805",0.00784313725490196,14.7490196078431,5.09886860750489,0.00767144528204954,0.0239778112014771,0.00723324099928841,"TNF/CCL2",2
"GO:0002790","peptide secretion","2/10","257/18805",0.00778210116731518,14.6342412451362,5.07636625458589,0.00778806821670076,0.0242847800894286,0.00732584244348112,"IL6/TNF",2
"GO:0032621","interleukin-18 production","1/10","15/18805",0.0666666666666667,125.366666666667,11.1145066501121,0.00794992676747996,0.0243740298322419,0.00735276587254094,"TNF",1
"GO:0032661","regulation of interleukin-18 production","1/10","15/18805",0.0666666666666667,125.366666666667,11.1145066501121,0.00794992676747996,0.0243740298322419,0.00735276587254094,"TNF",1
"GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","1/10","15/18805",0.0666666666666667,125.366666666667,11.1145066501121,0.00794992676747996,0.0243740298322419,0.00735276587254094,"CXCL8",1
"GO:0043374","CD8-positive, alpha-beta T cell differentiation","1/10","15/18805",0.0666666666666667,125.366666666667,11.1145066501121,0.00794992676747996,0.0243740298322419,0.00735276587254094,"IRF1",1
"GO:0050930","induction of positive chemotaxis","1/10","15/18805",0.0666666666666667,125.366666666667,11.1145066501121,0.00794992676747996,0.0243740298322419,0.00735276587254094,"CXCL8",1
"GO:0050966","detection of mechanical stimulus involved in sensory perception of pain","1/10","15/18805",0.0666666666666667,125.366666666667,11.1145066501121,0.00794992676747996,0.0243740298322419,0.00735276587254094,"TNF",1
"GO:0051412","response to corticosterone","1/10","15/18805",0.0666666666666667,125.366666666667,11.1145066501121,0.00794992676747996,0.0243740298322419,0.00735276587254094,"FOS",1
"GO:0002703","regulation of leukocyte mediated immunity","2/10","260/18805",0.00769230769230769,14.4653846153846,5.04308135413231,0.00796452377384097,0.0243740298322419,0.00735276587254094,"IL6/TNF",2
"GO:0050870","positive regulation of T cell activation","2/10","261/18805",0.00766283524904215,14.4099616858238,5.03210897516906,0.00802374718559982,0.0244984318004772,0.00739029346042089,"IL6/CCL2",2
"GO:0001649","osteoblast differentiation","2/10","262/18805",0.00763358778625954,14.3549618320611,5.02119692166102,0.00808317273208689,0.0245661401696373,0.00741071863383178,"IL6/TNF",2
"GO:0046883","regulation of hormone secretion","2/10","262/18805",0.00763358778625954,14.3549618320611,5.02119692166102,0.00808317273208689,0.0245661401696373,0.00741071863383178,"IL6/TNF",2
